	empirical_pVal (A375)	empirical_pVal (A549)	empirical_pVal (BT20)	empirical_pVal (LNCAP)	empirical_pVal (MCF7)	empirical_pVal (MDAMB231)	empirical_pVal (PC3)	Ave_pVal
TBC1D16	0.43542	0.56868	0.24286	0.52384	0.75889	0.77863	0.00331	0.47309
FBXL12	0.78409	0.96591	0.31432	0.44659	0.64471	0.05141	0.10468	0.473101428571
RPL9	0.66444	0.65398	0.43134	0.04064	0.09866	0.42668	0.99623	0.473138571429
HIST1H4A	0.45936	0.50735	0.7143	0.75616	0.17272	0.69076	0.01134	0.473141428571
MEG3	0.11565	0.85955	0.10922	0.4494	0.59048	0.68219	0.50591	0.4732
PECAM1	0.52318	0.65167	0.24754	0.17788	0.53127	0.78065	0.40022	0.473201428571
ITGA1	0.54864	0.48422	0.56589	0.31712	0.45669	0.12535	0.81453	0.473205714286
TST	0.61753	0.63417	0.38513	0.16548	0.00018	0.74136	0.76911	0.47328
CDC16	0.71426	0.31361	0.5319	0.35041	0.55072	0.46049	0.39232	0.473387142857
NF1	0.36323	0.18754	0.78421	0.68373	0.47096	0.59323	0.23122	0.473445714286
ACVR1	0.45925	0.39194	0.8041	0.55971	0.13356	0.63888	0.32672	0.473451428571
ZNF701	0.77041	0.84289	0.16404	0.37423	0.2235	0.40335	0.53602	0.473491428571
MBD1	0.78513	0.02224	0.63956	0.32709	0.43508	0.1728	0.93297	0.473552857143
RNF5	0.25376	0.47188	0.7695	0.2093	0.47286	0.61174	0.52606	0.473585714286
TCEA2	0.34633	0.38141	0.42289	0.34163	0.53992	0.77611	0.50702	0.473615714286
MARCH3	0.73258	0.10075	0.75792	0.35047	0.58829	0.12758	0.65786	0.473635714286
SLC9A3R2	0.60456	0.49689	0.80742	0.34277	0.37855	0.13671	0.54856	0.473637142857
ITGB7	0.88182	0.5205	0.22528	0.18839	0.56862	0.80922	0.12164	0.473638571429
GPC4	0.02638	0.79444	0.04211	0.57457	0.56301	0.77888	0.5361	0.473641428571
MOXD1	0.72744	8e-05	0.87336	0.37942	0.56246	0.00023	0.77254	0.473647142857
PRKRIP1	0.18479	0.7143	0.79161	0.4295	0.20113	0.18145	0.81338	0.473737142857
FAM134B	0.49068	0.31909	0.13832	0.39336	0.76598	0.41308	0.79573	0.473748571429
CLK3	0.648	0.2201	0.71262	0.18286	0.74727	0.23334	0.57265	0.473834285714
VIPR2	0.64329	0.94067	0.20823	0.40245	0.24514	0.23422	0.64337	0.47391
MCOLN3	0.45714	0.47708	0.57988	0.52729	0.6838	0.55311	0.03909	0.473912857143
OR10H3	0.79717	0.50912	0.58452	0.00318	0.64825	0.45423	0.32146	0.47399
C18ORF8	0.51132	0.95379	0.68157	0.36268	0.43393	0.0918	0.28341	0.474071428571
DHX16	0.5759	0.72947	0.4645	0.10425	0.36889	0.66509	0.41043	0.474075714286
POU2F3	0.36947	0.97974	0.51055	0.18321	0.29647	0.67393	0.30521	0.474082857143
LSR	0.00012	0.2687	0.68173	0.62776	0.33813	0.43412	0.96828	0.47412
KIAA1797	0.97874	0.78932	0.35048	5e-05	0.75023	0.36516	0.08503	0.474144285714
CADM3	0.1801	0.18434	0.96442	0.93901	0.40075	0.24577	0.4057	0.474298571429
LRRN3	0.88993	0.38256	0.66972	0.95634	0.00603	0.1395	0.27614	0.474317142857
DDX4	0.46568	0.26852	0.72493	0.65571	0.56573	0.24319	0.39646	0.474317142857
TBC1D15	0.80054	0.70281	0.84699	0.09913	0.37199	0.38267	0.11639	0.47436
DCTN4	0.5762	0.10906	0.59424	0.3613	0.33348	0.87216	0.47416	0.474371428571
AGA	0.29758	0.56027	0.13699	0.08845	0.56541	0.8119	0.86015	0.474392857143
KLF13	0.5797	0.85825	0.47436	0.31095	0.44523	0.40288	0.24978	0.47445
NEURL	0.65174	0.7458	0.24197	0.55117	0.51892	0.35617	0.25616	0.474561428571
DYRK4	0.4332	0.47343	0.63627	0.46813	0.35553	0.16195	0.79356	0.474581428571
CLDN14	0.43038	0.05111	0.70466	0.04611	0.47894	0.74198	0.86907	0.474607142857
WT1	0.18961	0.09841	0.97101	0.83932	0.21574	0.59058	0.41762	0.474612857143
HEXA	0.29841	0.61262	0.4725	0.46785	0.77535	0.54619	0.14962	0.474648571429
CCDC144A	0.23069	0.12383	0.48231	0.5992	0.42288	0.93298	0.53074	0.474661428571
BCL7A	0.65191	0.19688	0.94233	0.27542	0.21153	0.17691	0.86766	0.474662857143
UEVLD	0.28299	0.99229	0.5682	0.00077	0.64397	0.20061	0.63439	0.474745714286
EBI3	0.027	0.71659	0.32018	0.56527	0.48445	0.61362	0.5965	0.474801428571
COBL	0.42903	0.14031	0.63001	0.32476	0.7906	0.1679	0.84103	0.474805714286
C6ORF35	0.48181	0.97274	0.27095	0.0527	0.59114	0.61905	0.33532	0.474815714286
MDFIC	0.65862	0.77475	0.84739	0.16415	0.58776	0.01345	0.2779	0.47486
CST7	1e-05	0.52388	0.36528	0.93936	0.16965	0.87557	0.45041	0.47488
NKX6-1	0.61121	0.66634	0.0706	0.18997	0.96263	0.07112	0.75318	0.475007142857
GALR2	0.08322	0.46338	0.8915	0.67212	0.10935	0.78225	0.32325	0.47501
NEDD4L	0.00689	0.46861	0.30071	0.48417	0.4295	0.78279	0.85254	0.47503
CELP	0.60437	0.48737	0.51861	0.43829	0.5041	0.00107	0.7716	0.475058571429
HTR3A	0.0432	0.67065	0.97262	0.00913	0.40651	0.52612	0.6972	0.475061428571
HPN	0.49019	0.44026	0.32117	0.34638	0.1006	0.63855	0.98847	0.475088571429
RNLS	0.42996	0.57232	0.34188	0.65778	0.14572	0.61055	0.56816	0.475195714286
SERPINB6	0.47349	0.24695	0.39306	0.55384	0.04357	0.78563	0.82993	0.47521
IGLL3P	0.48809	0.37772	0.96244	0.29561	0.2771	0.16736	0.75927	0.47537
TM9SF3	0.54886	0.68817	0.9633	0.26073	0.48036	0.17399	0.21239	0.4754
SIGLEC6	0.45803	0.49973	0.3869	0.39163	0.67354	0.09389	0.82459	0.475472857143
LYVE1	0.0021	0.18056	0.80576	0.48145	0.38082	0.77584	0.70215	0.475525714286
RUNX2	0.2501	0.84652	0.24459	0.32009	0.30863	0.7886	0.57038	0.475558571429
KAT2A	0.80449	0.62695	0.44618	0.15516	0.02373	0.68871	0.58378	0.475571428571
RNF44	0.77478	0.51552	0.48359	0.22168	0.52955	0.32061	0.48338	0.475587142857
ATP1B2	0.79231	0.8708	0.22902	0.32048	0.54292	0.07824	0.49571	0.47564
RND3	0.63402	0.09768	0.29192	0.37559	0.71516	0.66926	0.54589	0.475645714286
IL3RA	0.33557	0.36252	0.4304	0.78523	0.07463	0.75528	0.58605	0.475668571429
HIST1H4J	0.85725	0.18638	0.32315	0.38587	0.11212	0.79959	0.66607	0.475775714286
SPTLC3	0.5814	0.52481	0.38732	0.25718	0.50229	0.73377	0.34388	0.475807142857
DAK	0.4199	0.21044	0.66868	0.27772	0.51449	0.27237	0.96767	0.475895714286
NR2C1	0.00915	0.79079	0.83585	0.18956	0.68689	0.01282	0.80635	0.475915714286
CROCCP2	0.27711	0.03759	0.84003	0.81002	0.02075	0.65726	0.68866	0.475917142857
NDUFS7	0.14181	0.64439	0.59726	0.79191	0.52263	0.19931	0.43458	0.475984285714
TMEM140	0.63217	0.59753	0.2822	0.74595	0.38318	0.46391	0.22702	0.475994285714
MUC16	0.82209	0.419	0.52912	0.31144	0.4276	0.48659	0.33623	0.47601
FBXW12	0.15321	0.20477	0.49408	0.24977	0.45426	0.92661	0.84939	0.476012857143
RPS6	0.16393	0.90587	0.45827	0.15872	0.25621	0.7465	0.64266	0.476022857143
DIP2A	0.04509	0.92588	0.1574	0.42433	0.75537	0.5858	0.43838	0.476035714286
CD244	0.72193	0.43074	0.00012	0.39563	0.76921	0.46781	0.54688	0.476045714286
ELMO1	0.08701	0.97653	0.62676	0.29221	0.21287	0.40347	0.73414	0.476141428571
IFI35	0.9426	0.54002	0.12222	0.4452	0.28302	0.80995	0.19047	0.476211428571
TUBB4	0.21385	0.91713	0.42319	0.57349	0.11646	0.94101	0.14849	0.476231428571
FAM189A2	0.54124	0.64621	0.48835	0.57755	0.17968	0.58188	0.31874	0.476235714286
CD63	0.43424	0.57489	0.46165	0.34779	0.55417	0.19869	0.76264	0.476295714286
CLCN3	0.2238	0.12176	0.5456	0.07694	0.77556	0.65577	0.93466	0.476298571429
CYP2B7P1	0.4684	0.41168	0.71702	0.29963	0.25504	0.2308	0.95183	0.476342857143
CD48	0.05739	0.00153	0.83793	0.13717	0.51598	0.88726	0.89751	0.476395714286
IL6R	0.47784	0.39464	0.6307	0.05309	0.4845	0.35436	0.93975	0.476411428571
VEGFC	0.10105	0.86923	0.77931	0.11363	0.48296	0.54675	0.44274	0.476524285714
SARDH	0.97895	0.47112	0.48605	0.39514	0.42045	0.0571	0.52722	0.476575714286
UBE2B	0.65084	0.45963	0.27153	0.76258	0.37409	0.61838	0.19899	0.476577142857
SCN1B	0.17056	0.45415	0.31732	0.62115	0.7495	0.08441	0.93932	0.47663
NPPC	0.52043	0.48325	0.38555	0.4558	0.36434	0.20691	0.92029	0.476652857143
TRGV5	0.0538	0.83188	0.36735	0.40479	0.70942	0.91003	0.05943	0.476671428571
CASD1	0.68157	0.51703	0.21747	0.03107	0.66915	0.37614	0.84438	0.476687142857
RPS25	0.20375	0.26501	0.4317	0.77858	0.6141	0.78219	0.26184	0.476738571429
PTMS	0.09448	0.6671	0.97968	0.11873	0.57067	0.58506	0.32193	0.476807142857
ATP8B1	0.16556	0.97081	0.81512	0.13845	0.13274	0.70942	0.4058	0.476842857143
FTSJD2	0.43429	0.14593	0.53339	0.2748	0.74028	0.37643	0.83297	0.47687
CHN2	0.49587	0.6475	0.7752	0.17671	0.51706	0.00144	0.72513	0.476987142857
PAPOLG	0.46046	0.92853	0.445	0.37361	0.62183	0.12026	0.38981	0.477071428571
LINC00115	0.00076	0.78866	0.76673	0.65162	0.48437	0.16123	0.48639	0.477108571429
DALRD3	0.27525	0.50802	0.34958	0.58854	0.34641	0.91055	0.36142	0.47711
C14ORF102	0.41083	0.1606	0.90292	0.66536	0.42501	0.14367	0.63149	0.477125714286
FZD8	0.04573	0.02943	0.97038	0.48215	0.82609	0.00308	0.98356	0.477202857143
IL7	0.74834	0.75606	0.4715	0.19309	0.40072	0.11408	0.65689	0.47724
LOC100287590	0.21685	0.47079	0.2917	0.00682	0.4782	0.9024	0.97445	0.477315714286
JMJD4	0.77734	0.15294	0.38222	0.47068	0.42523	0.37679	0.75619	0.477341428571
FLG	0.18637	0.35745	0.92595	0.56472	0.28613	0.32284	0.69943	0.477555714286
ZNF277	0.39516	0.72466	0.50738	0.11389	0.54378	0.50689	0.55228	0.47772
CTNNA1	0.03556	0.18554	0.82004	0.95387	0.45988	0.46958	0.42004	0.477787142857
SOX18	0.90972	0.11405	0.58005	0.31174	0.78939	0.45638	0.18373	0.477865714286
DNASE1L1	0.7653	0.71092	0.28239	0.35806	0.13286	0.66989	0.4257	0.477874285714
VPS13A	0.00364	0.76883	0.57907	0.34901	0.5837	0.19188	0.86901	0.477877142857
ADRA2B	0.45027	0.43634	0.67497	0.33258	0.35957	0.35444	0.73716	0.477904285714
PDE1C	0.83361	0.91033	0.06105	0.05312	0.38068	0.27869	0.82786	0.477905714286
TSC22D3	0.54796	0.62889	0.49858	0.00044	0.34993	0.53192	0.78795	0.477952857143
ZNF322P1	0.0433	0.73219	0.65157	0.42669	0.33159	0.30592	0.85447	0.477961428571
CA7	0.64322	0.93196	0.88304	0.33456	0.32481	0.08529	0.14293	0.477972857143
ASPN	0.6682	0.04175	0.8283	0.40158	0.69076	0.20068	0.51457	0.477977142857
CADM4	0.02857	0.65249	0.03984	0.62519	0.06832	0.95988	0.97165	0.477991428571
STAP1	0.68248	0.80265	0.48083	0.09142	0.66946	0.31107	0.30804	0.477992857143
MGEA5	0.33014	0.52409	0.40522	0.33036	0.61842	0.53555	0.60223	0.478001428571
ATG4B	0.66041	0.13712	0.04153	0.87933	0.3318	0.73782	0.55816	0.478024285714
SYNRG	0.17871	0.42615	0.7592	0.36987	0.42693	0.79233	0.39313	0.478045714286
RTP4	0.45488	0.52313	0.46012	0.22082	0.45929	0.57013	0.65891	0.478182857143
SLC5A5	0.84389	0.95899	0.07505	0.47846	0.43667	0.18578	0.36853	0.478195714286
VPS53	0.35646	0.53581	0.06726	0.77977	0.6157	0.10785	0.88515	0.478285714286
DAPK1	0.80127	0.24925	0.60196	0.07527	0.57477	0.50995	0.5358	0.478324285714
DGKE	0.30967	0.93561	0.23589	0.05611	0.55869	0.6048	0.64752	0.478327142857
CHMP1B	0.75635	0.78315	0.47083	1e-05	0.29601	0.35963	0.68254	0.47836
BOK	0.86711	0.26994	0.58696	0.79269	0.29935	0.10989	0.42364	0.478511428571
MEIS1	0.18912	0.40985	0.4232	0.33061	0.6272	0.67038	0.69937	0.478532857143
EDN1	0.70751	0.00011	0.59681	0.1978	0.61815	0.69406	0.53583	0.47861
HIST1H2AC	0.6324	0.64999	0.44438	0.20288	0.6322	0.3026	0.48604	0.478641428571
SEC63	0.88924	9e-05	0.54242	0.96061	0.73835	0.21988	0.00017	0.47868
TTPA	0.73111	0.58963	0.51171	0.20862	0.60874	0.20851	0.49259	0.478701428571
CACNB2	0.92656	0.0674	0.823	0.71597	0.51964	0.0113	0.28705	0.478702857143
SLC9A7	0.34655	0.22517	0.54028	0.65172	0.57796	0.31904	0.69025	0.47871
SLC29A3	0.6619	0.39225	0.6277	0.65204	0.03286	0.23473	0.74954	0.478717142857
SAT1	0.58671	0.43694	0.52494	0.438	0.54921	0.4311	0.38426	0.478737142857
SLC12A1	0.75818	0.3247	0.93443	1e-05	0.20834	0.79875	0.32719	0.4788
FZD2	0.18119	0.38446	0.5105	0.44907	0.38739	0.67049	0.76852	0.478802857143
IRF1	0.37618	0.43789	0.58624	0.56548	0.67508	0.32206	0.38923	0.47888
MAPK8IP1	0.0267	0.73018	0.6382	0.29367	0.54425	0.52438	0.59571	0.479012857143
PTPRO	0.64037	0.66701	0.63611	0.542	0.28109	0.27698	0.30971	0.479038571429
TBC1D22A	0.52988	0.68715	0.36112	0.50408	0.2117	0.37832	0.68134	0.479084285714
SLC7A2	0.99785	0.49806	0.31727	0.1971	0.447	0.79379	0.10271	0.479111428571
ZFHX4	0.40199	0.61098	0.15837	0.20712	0.78136	0.71285	0.48157	0.479177142857
ZNRD1-AS1	0.16638	0.32913	0.44557	0.71559	0.48163	0.4208	0.79517	0.479181428571
ZBED5	0.71284	0.41489	0.41019	0.07218	0.99068	0.09096	0.66258	0.479188571429
LOC100130331	0.28549	0.7513	0.2174	0.99666	0.27482	0.01758	0.81137	0.479231428571
PSMB9	0.66271	0.69204	0.5998	0.78131	0.01433	0.27484	0.32965	0.47924
GORASP2	0.45651	0.45972	0.79913	0.00049	0.00144	0.69965	0.94013	0.479581428571
TACR3	0.86811	0.51052	0.16928	0.08981	0.59995	0.15821	0.96145	0.479618571429
IL15RA	0.71882	0.70385	0.09973	0.28985	0.16561	0.56836	0.81165	0.479695714286
GON4L	0.26337	0.92392	0.32825	0.29981	0.44362	0.62641	0.47255	0.479704285714
CTGF	0.55452	0.4376	0.49875	0.40699	0.36279	0.25443	0.8429	0.479711428571
BAX	0.01086	0.69426	0.79222	0.77745	0.54306	0.22919	0.31109	0.479732857143
ADORA3	0.97199	0.46165	0.3485	0.16936	0.14104	0.69555	0.57008	0.479738571429
CRELD1	0.4584	0.37973	0.92726	0.37277	0.38792	0.13742	0.69539	0.479841428571
SAA4	0.4517	0.11418	0.87756	0.78822	0.05992	0.12173	0.94593	0.479891428571
RNF39	0.11087	0.74606	0.88407	0.34329	0.50426	0.06708	0.70384	0.479924285714
CDH3	0.05107	0.48852	0.95866	0.30381	0.46046	0.72006	0.3769	0.479925714286
RNF186	0.94731	0.62366	0.69328	0.7245	0.16746	0.04241	0.16176	0.480054285714
LINC00342	0.3352	0.25429	0.45571	0.59635	0.53052	0.78869	0.39983	0.480084285714
CRIP1	0.44677	0.20628	0.86955	0.1464	0.32341	0.89089	0.47747	0.48011
LRRC48	0.72803	0.33646	0.6741	0.46484	0.50557	0.00112	0.65072	0.48012
NUDT2	0.91382	0.65109	0.30772	0.25512	0.13657	0.61262	0.4846	0.48022
CLTB	0.71914	0.9409	0.36332	0.05837	0.77833	0.02341	0.4784	0.480267142857
FOLH1	0.68122	0.56793	0.51524	0.13018	0.44806	0.95626	0.06308	0.480281428571
UBR2	0.19128	0.60901	0.41468	0.62755	0.7334	0.21759	0.56919	0.480385714286
AVPR2	0.08519	0.49669	0.60573	0.45115	0.77747	0.47603	0.47046	0.480388571429
FAM173A	0.90506	0.31913	0.03294	0.6386	0.14803	0.77373	0.54552	0.48043
CIB2	0.31677	0.66909	0.36303	0.5516	0.61771	0.50818	0.33718	0.480508571429
WFDC2	0.47611	0.81948	0.37674	0.47444	0.39078	0.72618	0.1	0.480532857143
FGF4	0.00538	0.36326	0.85301	0.64414	0.84918	0.44303	0.20575	0.480535714286
CXXC4	0.83441	0.74117	0.90186	0.06807	0.03051	0.25142	0.53633	0.480538571429
METTL19	0.3749	0.73196	0.63029	0.31222	0.33977	0.58541	0.38942	0.480567142857
CIITA	0.16886	0.62319	0.35227	0.53194	0.8932	0.79036	0.00416	0.480568571429
MXI1	0.27368	0.38317	0.57383	0.47542	0.65548	0.59295	0.40997	0.480642857143
HCG4B	0.3867	0.84516	0.41964	0.57039	0.35031	0.5472	0.24516	0.480651428571
RAB38	0.5041	0.74502	0.61763	0.81011	0.41661	0.03134	0.24101	0.480831428571
HLF	0.19232	0.08941	0.63636	0.29548	0.76405	0.81231	0.57618	0.480872857143
PNISR	0.91163	0.09688	0.66729	0.21306	0.34656	0.51682	0.61388	0.480874285714
STAT6	0.533	0.50728	0.30305	0.67653	0.324	0.34267	0.68015	0.480954285714
MFAP5	0.55842	0.78383	0.24599	0.23314	0.2155	0.79774	0.53244	0.481008571429
CAPG	0.69118	0.87408	0.48486	0.16752	0.5675	0.08888	0.49317	0.481027142857
CTNNA2	0.02955	0.01464	0.69636	0.89327	0.46479	0.47419	0.79444	0.481034285714
H2BFS	0.70862	0.56002	0.50707	0.07684	0.96279	0.01641	0.53551	0.481037142857
EGFL6	0.4733	0.61616	0.51004	0.53692	0.40129	0.425	0.40464	0.48105
NR1I2	0.36068	0.5701	0.34172	0.50931	0.59871	0.28108	0.70598	0.481082857143
ADAR	0.50395	0.90984	0.10484	0.02588	3e-05	0.83472	0.98845	0.481101428571
ZKSCAN4	0.63997	0.38422	0.65459	0.40065	0.20189	0.69414	0.39271	0.481167142857
RBCK1	0.37861	0.67747	0.57896	0.15955	0.5582	0.50883	0.50659	0.481172857143
TBXA2R	0.67991	0.22091	0.51982	0.55359	0.5521	0.32468	0.51767	0.48124
FGG	0.88556	0.01757	0.59727	0.52266	0.46272	0.71589	0.16706	0.481247142857
FAM189A1	0.9437	0.79921	0.06999	0.67773	0.37426	0.05303	0.45089	0.481258571429
CACNB4	0.44169	0.74609	0.16561	0.47807	0.23441	0.48834	0.81485	0.481294285714
ZMYND8	0.21495	0.74244	0.24446	0.38072	0.57726	0.61018	0.59922	0.481318571429
ZNF192	0.30085	0.84715	0.59898	0.00035	0.34847	0.50594	0.7677	0.481348571429
SOX30	0.82778	0.9022	0.49847	0.04762	0.41124	0.51581	0.16656	0.481382857143
KCNV1	0.87162	0.39577	0.70744	0.55999	0.7158	0.11398	0.00523	0.481404285714
RNF167	0.86853	0.01527	0.94156	0.17631	0.13992	0.35811	0.87043	0.481447142857
HDAC7	0.91411	0.87637	0.33319	0.28012	0.63327	0.16891	0.16421	0.481454285714
HRASLS2	0.17745	0.62128	0.72272	0.06363	0.77483	0.56118	0.44992	0.481572857143
RPL15	0.25687	0.69514	0.26143	0.0877	0.82085	0.76602	0.48342	0.481632857143
ANKRD6	0.65976	0.41397	0.75593	0.43648	0.25858	0.61688	0.22989	0.481641428571
SIGIRR	0.73627	0.69012	0.59282	0.21813	0.22677	0.37304	0.53464	0.481684285714
PEG3	0.30953	0.24742	0.59193	0.80536	0.42363	0.80822	0.18579	0.481697142857
AMPD1	0.37055	0.09082	0.78368	0.57194	0.52392	0.17746	0.85379	0.481737142857
GPR157	0.31614	0.61623	0.70828	0.67283	0.21273	0.40723	0.43884	0.481754285714
RNF128	0.60209	0.88826	0.47432	0.00303	0.53562	0.4523	0.417	0.481802857143
ITGA9	0.85801	0.70558	0.38666	0.2761	0.45215	0.55699	0.13724	0.481818571429
FLT1	0.29168	0.39699	0.60001	0.76331	0.39087	0.34379	0.58623	0.48184
VGF	0.51919	0.00787	0.60161	0.41918	0.62223	0.58246	0.6204	0.481848571429
CNTNAP2	0.50575	0.98099	0.24198	0.43606	0.46414	0.73463	0.00974	0.481898571429
LPPR3	0.21124	0.5504	0.53375	0.37524	0.48116	0.2927	0.92893	0.481917142857
TSC22D4	0.17294	0.70574	0.8634	0.02988	0.49951	0.53872	0.56326	0.481921428571
UQCR11	0.00624	0.88622	0.2685	0.21472	0.54536	0.76605	0.68639	0.481925714286
ATPAF2	0.43657	0.8692	0.11028	0.18505	0.4166	0.84924	0.50662	0.481937142857
SETDB1	0.44971	0.37979	0.39211	0.16898	0.23616	0.90313	0.84402	0.481985714286
SLCO1B1	0.49514	0.28373	0.85761	0.39084	0.2238	0.44122	0.68156	0.481985714286
BCL9	0.02786	0.27295	0.30804	0.91925	0.42295	0.97253	0.45074	0.482045714286
CTF1	0.23036	0.69781	0.42476	0.39649	0.26367	0.95004	0.41151	0.482091428571
PAGE1	0.38777	0.73457	0.16363	0.42176	0.21795	0.64222	0.80675	0.482092857143
TRPV2	0.0233	0.25142	0.62772	0.79512	0.84691	0.08302	0.74796	0.482207142857
SH3GLB1	0.67051	0.56714	0.6113	0.31358	0.75458	0.31039	0.14838	0.482268571429
MZF1	0.37583	0.36154	0.3152	0.31153	0.54054	0.62974	0.84176	0.482305714286
P4HTM	0.8724	0.11679	0.72061	0.33829	0.47609	0.39026	0.46254	0.482425714286
ZNF814	0.4464	0.00079	0.22403	0.77437	0.44958	0.82069	0.66179	0.482521428571
FKBP4	0.82673	0.45519	0.65653	0.45739	0.08265	0.60945	0.29003	0.482567142857
INA	0.17047	0.76949	0.60421	0.17777	0.68166	0.3186	0.65663	0.48269
TFDP2	0.27791	0.94046	0.35012	0.2124	0.44473	0.65417	0.49984	0.482804285714
TLN1	0.57896	0.61791	0.5529	0.44075	0.46605	0.26238	0.46116	0.482872857143
CEP70	0.71439	0.46745	0.54879	0.165	0.52788	0.25186	0.70519	0.482937142857
CDH5	0.80525	0.48639	0.46292	0.35526	0.27889	0.32438	0.66796	0.483007142857
MTRF1L	0.17802	0.66765	0.74397	0.52681	0.37516	0.05261	0.83697	0.483027142857
ETV3	0.68044	0.16687	0.37525	0.81721	0.24565	0.23412	0.8619	0.483062857143
WDTC1	0.24228	0.4971	0.54767	0.24064	0.64151	0.55228	0.65998	0.483065714286
CCNI	0.43271	0.60732	0.22281	0.02978	0.44279	0.9113	0.7354	0.483158571429
C22ORF26	0.94971	0.41654	0.08661	0.11994	0.56241	0.31886	0.92824	0.483187142857
PAN2	0.05885	0.87327	0.39947	0.0868	0.29627	0.89669	0.77107	0.483202857143
SERINC5	0.09992	0.91146	0.56706	0.16837	0.77756	0.77325	0.08511	0.483247142857
FN1	0.14787	0.76512	0.25802	0.76626	0.49724	0.26855	0.67977	0.483261428571
SCRN1	5e-05	0.75629	0.29148	0.51908	0.70776	0.4667	0.64148	0.483262857143
SLC12A4	0.43641	0.56878	0.75714	0.54692	0.21884	0.20756	0.64723	0.483268571429
HSPB2	0.97204	0.2211	0.14709	0.5659	0.55807	0.76453	0.15441	0.483305714286
NEU2	0.0369	0.76261	0.42495	0.01863	0.55626	0.70269	0.88148	0.48336
ANG	0.4692	0.6752	0.5435	0.31075	0.568	0.41001	0.40691	0.483367142857
PNPLA6	0.12268	0.88405	0.37473	0.7973	0.56694	0.12838	0.50975	0.483404285714
CCL4	0.06101	0.63064	0.66236	0.24306	0.57149	0.77393	0.44175	0.483462857143
TAF1C	0.68238	0.27366	0.53915	0.37024	0.28376	0.37692	0.85817	0.483468571429
SRSF5	0.48795	0.93284	0.94914	0.20239	0.44684	0.04839	0.31717	0.483531428571
RAP2C	0.54401	0.78463	0.80787	0.0683	0.14069	0.42049	0.61879	0.48354
MT1G	0.69628	0.54959	0.62102	0.316	0.39053	0.37446	0.437	0.483554285714
TIMM17B	0.51118	0.4469	0.2908	0.34193	0.18411	0.74679	0.86331	0.483574285714
TLX2	0.0904	0.99294	0.33339	0.37389	0.42871	0.44723	0.71864	0.4836
VWA5A	0.40806	0.49132	0.6411	0.07062	0.35397	0.9522	0.46801	0.483611428571
CUL4B	0.74091	0.24794	0.59905	0.06736	0.74203	0.60551	0.38273	0.483647142857
LOC100506162	0.34108	0.47781	0.42464	0.51827	0.61957	0.58954	0.41506	0.48371
IFT20	0.30649	0.86029	0.54197	0.39462	0.17687	0.34606	0.75984	0.483734285714
INSIG2	0.42914	0.97755	0.39833	0.02621	0.38658	0.18602	0.98266	0.483784285714
NCOR1	0.42751	0.54903	0.55589	0.01247	0.37288	0.50605	0.96268	0.483787142857
GRID2	0.97613	0.09885	0.2112	0.87238	0.48127	0.03869	0.70855	0.483867142857
HESX1	0.55976	0.27698	0.60052	0.38113	0.28553	0.64788	0.6358	0.483942857143
A4GNT	0.78472	0.44748	0.05395	0.95377	0.47595	0.47603	0.19587	0.483967142857
SLC25A30	0.79854	0.97006	0.56497	0.10223	0.58765	0.15779	0.2066	0.483977142857
KIAA0141	0.47541	0.30846	0.79585	0.30937	0.52997	0.30514	0.66389	0.484012857143
KCTD17	0.91933	0.37534	0.49496	0.61947	0.28056	0.27693	0.42217	0.484108571429
ZC4H2	0.2036	0.80823	0.4468	0.50201	0.48954	0.77515	0.16355	0.484125714286
AZGP1P1	0.27469	0.6656	0.79252	0.70162	0.40555	0.5178	0.03127	0.48415
GLTPD1	0.56395	0.72957	0.52697	0.5573	0.48649	0.1677	0.35761	0.484227142857
MAST1	0.00278	0.94372	0.45459	0.51039	0.29657	0.69197	0.49	0.484288571429
PBX1	0.22921	0.63815	0.53632	0.68345	0.09766	0.65964	0.54567	0.4843
PCDHB6	0.03657	0.55375	0.56118	0.40066	0.5284	0.80823	0.50143	0.484317142857
CDC42EP3	0.88888	0.5062	0.8682	0.05993	0.18972	0.28677	0.59084	0.484362857143
HTATIP2	0.63234	0.34197	0.3885	0.42028	0.46149	0.81383	0.33218	0.48437
PARN	0.865	0.85759	0.26004	0.31003	0.43855	0.14113	0.51845	0.484398571429
CTNND1	0.48826	0.75042	0.40071	0.64578	0.39836	0.07822	0.62975	0.4845
CREM	0.65443	0.65137	0.65792	0.00045	0.00301	0.63184	0.79308	0.484585714286
ITGB8	0.6213	0.28418	0.08639	0.9568	0.2353	0.61398	0.59498	0.484704285714
CACNG1	0.39568	0.5445	0.09638	0.6327	0.78955	0.21297	0.7213	0.484725714286
TNN	0.91843	0.07898	0.67311	0.87878	0.39165	0.16028	0.29199	0.484745714286
ARHGAP32	0.43419	0.56146	0.68549	0.39324	0.50781	0.62001	0.19121	0.484772857143
CRX	0.7744	0.58242	0.40057	0.26105	0.21688	0.2843	0.87415	0.484824285714
ITPK1	0.80908	0.83288	0.51922	0.1545	0.03847	0.95306	0.08693	0.484877142857
GAL3ST1	0.05217	0.68314	0.62776	0.18546	0.35282	0.77716	0.71604	0.484935714286
PLA2G6	0.50077	0.52501	0.31696	0.50721	0.3075	0.55225	0.68491	0.484944285714
CD8A	0.19107	0.84353	0.01389	0.64578	0.50825	0.44738	0.74479	0.484955714286
