	#_of_exp (A375)	#_of_exp(fc<0) (A375)	Essentiality Score (ES) (A375)	empirical_pVal (A375)	#_of_exp (A549)	#_of_exp(fc<0) (A549)	Essentiality Score (ES) (A549)	empirical_pVal (A549)	#_of_exp (BT20)	#_of_exp(fc<0) (BT20)	Essentiality Score (ES) (BT20)	empirical_pVal (BT20)	#_of_exp (LNCAP)	#_of_exp(fc<0) (LNCAP)	Essentiality Score (ES) (LNCAP)	empirical_pVal (LNCAP)	#_of_exp (MCF7)	#_of_exp(fc<0) (MCF7)	Essentiality Score (ES) (MCF7)	empirical_pVal (MCF7)	#_of_exp (MDAMB231)	#_of_exp(fc<0) (MDAMB231)	Essentiality Score (ES) (MDAMB231)	empirical_pVal (MDAMB231)	#_of_exp (PC3)	#_of_exp(fc<0) (PC3)	Essentiality Score (ES) (PC3)	empirical_pVal (PC3)
TSTA3	90	39	-9.25	0.02393	138	68	-1.826	0.29607	96	39	6.302	0.96997	101	61	-8.849	1e-05	174	84	-8.091	1e-05	96	50	-2.699	0.18435	78	28	-8.473	0.03375
TUBB6	90	55	-8.155	0.01786	138	53	-1.048	0.39298	96	70	-10.336	5e-05	101	51	1.581	0.79069	174	83	-14.911	1e-05	96	39	-4.568	0.09341	78	33	2.256	0.7112
TWF2	90	51	-11.803	0.0022	138	39	3.575	0.78546	96	36	-4.748	0.08277	101	56	-9.74	1e-05	174	78	-1.303	0.21114	96	45	-3.877	0.11247	78	30	-17.54	0.00016
TXLNA	90	54	-14.035	0.00022	138	80	-9.465	0.00145	96	63	-14.082	1e-05	101	65	-3.582	0.02177	174	79	-8.791	1e-05	96	67	-5.804	0.01324	78	22	3.673	0.76678
TXNDC9	90	45	-10.216	0.00951	138	59	-12.88	0.00042	96	58	-9.629	0.00029	101	50	1.508	0.77777	174	82	-2.713	0.04548	96	47	-9.727	0.00122	78	36	-20.447	1e-05
TXNL4B	90	41	-5.101	0.12804	138	77	-1.786	0.2882	96	46	-1.262	0.33596	101	63	1.824	0.84735	174	77	-0.774	0.31643	96	53	-3.796	0.10071	78	51	-1.049	0.37646
TXNRD1	90	44	-12.692	0.0024	138	54	5.544	0.92567	96	33	-3.81	0.1416	101	66	-11.317	1e-05	174	72	-6.513	0.0003	96	19	-3.728	0.22043	78	34	-17.116	8e-05
UBE2A	90	43	-16.461	0.00017	138	61	0.159	0.51488	96	34	-0.967	0.3928	101	40	-6.599	0.00301	174	81	-8.366	1e-05	96	57	0.364	0.55164	78	32	-0.248	0.47465
UBE2C	90	63	-24.224	1e-05	138	98	-24.716	1e-05	96	57	-2.957	0.13713	101	79	-9.707	1e-05	174	110	-10.217	1e-05	96	74	-11.891	1e-05	78	41	-22.427	1e-05
UBE2J1	90	45	2.937	0.75232	138	76	6.868	0.98256	96	47	0.609	0.58148	101	33	-0.373	0.43839	174	78	0.447	0.6104	96	35	-2.397	0.25228	78	41	-3.942	0.14447
UBE2L6	90	33	1.447	0.61435	138	38	-3.745	0.204	96	19	-0.114	0.48908	101	31	-2.725	0.14204	174	75	-0.413	0.4012	96	23	3.745	0.79948	78	38	1.335	0.63571
UBE3B	90	36	-8.258	0.04525	138	70	-3.357	0.15906	96	53	-2.172	0.21895	101	34	-3.506	0.07796	174	80	-0.553	0.3637	96	48	-2.654	0.19627	78	23	-5.825	0.12344
UBE3C	90	60	-12.036	0.00058	138	84	5.938	0.97277	96	48	-4.997	0.047	101	40	-2.339	0.1453	174	69	-5.64	0.00103	96	56	-6.125	0.01697	78	27	-0.289	0.47467
UBQLN2	90	54	-6.485	0.04849	138	83	1.415	0.67604	96	37	3.288	0.83768	101	56	-5.058	0.0045	174	112	-2.429	0.03752	96	33	-2.894	0.21719	78	31	-4.506	0.14607
UBR7	90	53	-20.38	1e-05	138	103	-16.541	1e-05	96	61	-1.051	0.34316	101	52	-4.282	0.0162	174	84	-8.993	1e-05	96	72	-11.236	1e-05	78	43	-19.21	1e-05
UFM1	90	31	-1.931	0.352	138	73	3.516	0.85756	96	22	-6.378	0.07625	101	22	2.889	0.83127	174	71	-0.802	0.31608	96	43	1.335	0.65964	78	39	-5.195	0.08701
UGDH	90	56	-0.899	0.40762	138	60	-7.869	0.01626	96	46	-1.61	0.29475	101	70	-6.171	0.00018	174	58	-5.313	0.00434	96	58	1.356	0.68789	78	45	-8.392	0.01006
USP1	90	58	-23.665	1e-05	138	97	-25.257	1e-05	96	67	-11.275	1e-05	101	73	-10.205	1e-05	174	104	-9.97	1e-05	96	79	-16.652	1e-05	78	44	-24.349	1e-05
USP14	90	46	-1.267	0.38132	138	73	-2.523	0.22001	96	44	-2.202	0.23625	101	36	0.374	0.56445	174	96	0.735	0.69359	96	41	0.756	0.58785	78	48	-6.306	0.03389
USP22	90	54	-6.259	0.05464	138	89	-6.108	0.02039	96	46	-2.107	0.24043	101	37	-6.186	0.00615	174	88	-0.615	0.34021	96	35	-5.248	0.07738	78	32	-3.14	0.22717
USP6NL	90	41	1.022	0.58773	138	91	-9.969	0.00035	96	62	-4.24	0.05033	101	67	-7.901	1e-05	174	94	-3.381	0.01285	96	69	-7.332	0.0023	78	29	-3.93	0.18908
USP7	90	74	-18.688	1e-05	138	98	-9.45	0.00052	96	59	-10.01	0.00016	101	75	-5.677	0.0003	174	111	-8.751	1e-05	96	71	-12.094	1e-05	78	51	-11.335	0.00031
UTP14A	90	38	-11.587	0.0082	138	97	-1.414	0.30852	96	60	-1.359	0.30309	101	52	-3.57	0.03659	174	62	-2.513	0.08712	96	34	2.981	0.79006	78	38	-8.118	0.02007
VAPB	90	57	-12.917	0.00045	138	96	-12.977	1e-05	96	62	-16.26	1e-05	101	61	-8.961	1e-05	174	94	-1.873	0.10443	96	65	-11.328	5e-05	78	33	-21.575	3e-05
VAT1	90	27	1.962	0.64102	138	31	-2.544	0.30727	96	38	1.174	0.6397	101	37	-0.245	0.4578	174	43	0.967	0.67372	96	23	1.337	0.62042	78	28	-7.151	0.05998
VAV3	90	57	-1.238	0.37029	138	67	-7.341	0.01701	96	34	-2.884	0.20319	101	63	-1.52	0.19399	174	77	-1.039	0.262	96	48	-0.289	0.4644	78	45	1.416	0.65338
VDAC1	90	45	2.024	0.68079	138	68	3.563	0.85168	96	50	-9.695	0.0006	101	56	9.199	1.0	174	78	-2.242	0.08662	96	51	0.127	0.51717	78	41	-3.397	0.18099
VGLL4	90	45	-8.643	0.02311	138	66	-4.958	0.07668	96	31	-0.937	0.39669	101	42	-1.857	0.19452	174	61	-3.154	0.04658	96	39	-2.888	0.19938	78	32	-4.028	0.17018
VPS28	90	44	-12.507	0.00272	138	80	-6.693	0.01675	96	54	-10.945	0.00013	101	57	-3.792	0.02266	174	77	-2.404	0.07253	96	41	-4.67	0.08245	78	37	-7.589	0.02827
VPS72	90	45	1.388	0.62645	138	80	1.556	0.6918	96	48	-0.827	0.38871	101	47	1.116	0.70726	174	97	0.654	0.67408	96	41	2.943	0.81025	78	43	0.605	0.56634
WASF3	90	51	2.887	0.76432	138	96	-0.689	0.40393	96	52	-11.638	6e-05	101	50	-4.202	0.01979	174	100	-4.458	0.00145	96	41	-13.23	9e-05	78	46	-8.028	0.0114
WDR61	90	50	-21.204	1e-05	138	85	-10.084	0.00052	96	57	-13.232	1e-05	101	61	-5.867	0.00089	174	85	-4.896	0.00125	96	60	-3.197	0.12476	78	50	-8.771	0.00506
WDR67	90	36	2.14	0.6769	138	82	-2.478	0.21477	96	46	0.234	0.53016	101	67	-9.615	1e-05	174	80	0.469	0.61439	96	69	-8.142	0.00073	78	45	-9.814	0.00348
WDR7	90	49	-1.687	0.34234	138	68	-1.922	0.28623	96	44	1.772	0.71805	101	60	-0.63	0.36446	174	93	1.014	0.75303	96	64	-4.808	0.03708	78	42	7.429	0.97648
WDTC1	90	37	-6.04	0.10103	138	50	1.875	0.68471	96	28	-1.343	0.35774	101	38	-1.762	0.21864	174	66	-0.458	0.39629	96	39	-1.664	0.31318	78	25	-0.638	0.4464
WFS1	90	50	-6.215	0.06288	138	73	-10.266	0.00132	96	48	-0.792	0.39314	101	57	-9.555	1e-05	174	107	-7.811	1e-05	96	41	-7.044	0.01956	78	36	-0.932	0.40748
WIPF2	90	34	-2.721	0.28744	138	51	1.134	0.61436	96	34	2.379	0.75449	101	50	-2.932	0.07321	174	96	-4.044	0.00374	96	28	-0.399	0.45962	78	23	-3.168	0.26027
WRB	90	63	-5.436	0.06699	138	79	-14.683	3e-05	96	56	-4.078	0.06925	101	60	-4.731	0.00554	174	98	-9.162	1e-05	96	63	1.393	0.6963	78	31	-4.156	0.16559
XBP1	90	48	-14.977	0.00015	138	86	-6.12	0.02245	96	46	-8.147	0.00424	101	65	-9.976	1e-05	174	71	-9.793	1e-05	96	34	-4.832	0.09586	78	43	-9.997	0.00369
XPNPEP1	90	50	-6.184	0.06368	138	78	-2.285	0.23714	96	72	-7.079	0.00176	101	47	-0.199	0.4598	174	88	-8.626	1e-05	96	47	-7.007	0.01401	78	39	-16.778	2e-05
XPO7	90	57	-4.266	0.12907	138	96	-10.445	0.00013	96	44	-1.23	0.34385	101	65	-4.969	0.00257	174	106	-5.883	1e-05	96	71	-1.307	0.30697	78	29	-2.976	0.25257
YKT6	90	60	-23.893	1e-05	138	85	-28.846	1e-05	96	52	2.537	0.81498	101	71	-8.899	1e-05	174	106	-13.692	1e-05	96	67	-14.738	1e-05	78	52	-21.022	1e-05
YME1L1	90	45	-1.367	0.37196	138	69	-13.859	2e-05	96	40	3.961	0.88984	101	55	-5.41	0.0029	174	67	-2.353	0.09187	96	49	0.351	0.54438	78	30	-22.745	1e-05
YTHDF1	90	50	-9.531	0.01024	138	73	-5.394	0.05147	96	53	-8.317	0.00197	101	42	-2.286	0.14554	174	76	2.986	0.96187	96	60	-2.711	0.16325	78	48	-6.97	0.02184
ZDHHC6	90	57	-13.182	0.00036	138	55	-3.386	0.18627	96	66	-2.627	0.14581	101	59	-2.243	0.10989	174	89	-10.41	1e-05	96	55	-11.78	4e-05	78	33	0.641	0.56368
ZFP36	90	31	3.977	0.78025	138	41	-0.426	0.46296	96	35	-1.099	0.37597	101	42	0.509	0.59452	174	79	1.291	0.78817	96	27	-2.273	0.28637	78	49	-2.621	0.21931
ZMIZ1	90	40	-2.961	0.25511	138	67	0.648	0.57834	96	60	-0.682	0.39837	101	51	0.03	0.50659	174	67	-0.536	0.37883	96	23	-1.221	0.38896	78	27	1.34	0.61641
ZMYM2	90	52	-14.66	0.00014	138	77	-3.472	0.13948	96	39	-2.036	0.26488	101	42	-3.418	0.06074	174	43	-2.197	0.16091	96	69	-4.24	0.05085	78	43	-5.137	0.07986
ZNF131	90	56	1.346	0.63676	138	75	1.471	0.67438	96	58	-7.701	0.00233	101	55	2.356	0.89211	174	94	0.751	0.6939	96	54	-4.145	0.07757	78	44	-4.646	0.09712
ZNF274	90	47	-4.87	0.1229	138	75	-1.653	0.30841	96	52	-5.407	0.029	101	64	-1.884	0.14112	174	99	-5.058	0.00041	96	46	1.986	0.73681	78	45	2.048	0.71722
ZNF318	90	53	-5.012	0.10139	138	66	6.844	0.97462	96	48	-2.408	0.20831	101	50	-4.18	0.02023	174	67	-0.175	0.45963	96	53	-5.241	0.03959	78	44	-8.907	0.00714
ZNF395	90	36	5.185	0.86251	138	64	1.036	0.61901	96	36	2.194	0.74246	101	30	-2.044	0.21046	174	76	-0.962	0.27625	96	35	1.245	0.63531	78	52	3.905	0.88138
ZNF451	90	48	-2.991	0.23491	138	61	-3.548	0.16052	96	34	-0.193	0.48163	101	36	-3.997	0.04806	174	90	-7.401	1e-05	96	38	-1.754	0.30713	78	27	-3.418	0.22611
ZNF586	90	56	-7.674	0.02209	138	106	-0.254	0.46341	96	57	-0.892	0.37083	101	44	-1.27	0.27385	174	111	0.928	0.75178	96	59	-2.284	0.20573	78	58	-0.37	0.45156
ZNF589	90	44	-3.367	0.21818	138	79	1.671	0.70037	96	63	0.377	0.55833	101	42	-1.86	0.19411	174	80	-0.623	0.348	96	49	0.181	0.52179	78	48	1.492	0.66848
ZW10	90	40	0.983	0.58655	138	90	-9.841	0.00057	96	58	-8.857	0.00071	101	85	-6.457	1e-05	174	131	-2.924	0.01078	96	60	-10.018	0.00019	78	27	-19.024	0.0001
