	#_of_exp (A375)	#_of_exp(fc<0) (A375)	Essentiality Score (ES) (A375)	empirical_pVal (A375)	#_of_exp (A549)	#_of_exp(fc<0) (A549)	Essentiality Score (ES) (A549)	empirical_pVal (A549)	#_of_exp (BT20)	#_of_exp(fc<0) (BT20)	Essentiality Score (ES) (BT20)	empirical_pVal (BT20)	#_of_exp (LNCAP)	#_of_exp(fc<0) (LNCAP)	Essentiality Score (ES) (LNCAP)	empirical_pVal (LNCAP)	#_of_exp (MCF7)	#_of_exp(fc<0) (MCF7)	Essentiality Score (ES) (MCF7)	empirical_pVal (MCF7)	#_of_exp (MDAMB231)	#_of_exp(fc<0) (MDAMB231)	Essentiality Score (ES) (MDAMB231)	empirical_pVal (MDAMB231)	#_of_exp (PC3)	#_of_exp(fc<0) (PC3)	Essentiality Score (ES) (PC3)	empirical_pVal (PC3)
SF3B4	90	66	-6.796	0.02663	138	97	-11.901	4e-05	96	55	-4.888	0.03831	101	60	-0.956	0.30036	174	91	-4.371	0.00228	96	59	-4.478	0.05332	78	50	-9.728	0.00213
SF3B5	90	38	-7.936	0.04604	138	85	-9.146	0.00144	96	45	-9.785	0.00111	101	64	-8.484	1e-05	174	75	-6.687	0.00019	96	46	-5.74	0.03566	78	32	-6.965	0.0531
SFI1	90	47	-4.339	0.1505	138	77	-3.32	0.14868	96	57	-5.469	0.02256	101	65	0.806	0.67829	174	71	-0.966	0.28249	96	66	-4.9	0.03183	78	29	-0.929	0.41164
SFMBT1	90	60	-19.976	1e-05	138	84	-18.783	1e-05	96	55	-15.216	1e-05	101	64	-9.196	1e-05	174	85	-9.677	1e-05	96	65	-14.727	1e-05	78	46	-14.486	3e-05
SFN	90	55	1.979	0.69509	138	81	-4.114	0.09367	96	51	-19.914	1e-05	101	71	-1.797	0.14272	174	83	-12.192	1e-05	96	46	-2.584	0.20399	78	40	-13.673	0.00031
SFPQ	90	63	-23.551	1e-05	138	98	-15.458	1e-05	96	61	-14.641	1e-05	101	71	-7.972	1e-05	174	93	-10.294	1e-05	96	59	-12.949	1e-05	78	46	-16.693	1e-05
SFRP1	90	54	-13.157	0.00059	138	77	-9.51	0.00165	96	53	-2.001	0.23796	101	56	-0.234	0.45051	174	76	-0.949	0.28145	96	59	-11.276	5e-05	78	38	-1.382	0.35714
SFRP4	90	39	2.973	0.74575	138	60	-0.455	0.45086	96	54	-0.531	0.42188	101	35	-0.432	0.42694	174	105	-0.352	0.39816	96	39	-1.137	0.36958	78	35	-0.833	0.41774
SFRP5	90	30	2.509	0.68678	138	50	1.166	0.61322	96	33	1.439	0.65871	101	28	0.644	0.59784	174	61	-0.457	0.4005	96	30	0.782	0.57949	78	23	2.454	0.69303
SFSWAP	90	45	-8.133	0.02945	138	83	-13.951	1e-05	96	62	-3.362	0.09832	101	44	-2.252	0.14335	174	88	-1.299	0.19835	96	52	-1.345	0.32367	78	55	-7.423	0.01079
SFT2D2	90	36	-0.896	0.42457	138	77	-2.09	0.25571	96	68	-5.84	0.00969	101	57	-1.367	0.23286	174	94	-7.88	1e-05	96	58	1.285	0.67649	78	48	-12.455	0.0002
SFTPA2	90	38	-9.458	0.02248	138	65	-1.753	0.30739	96	58	-1.777	0.25301	101	33	-3.427	0.0842	174	98	-1.762	0.11266	96	39	-0.858	0.40087	78	32	4.122	0.83537
SFTPB	90	42	-5.097	0.12648	138	70	0.464	0.55468	96	53	-5.533	0.02606	101	34	-3.016	0.10682	174	100	-2.554	0.03854	96	48	-0.49	0.43885	78	36	2.457	0.7321
SFTPC	90	38	-11.757	0.007	138	77	2.909	0.8188	96	47	-3.392	0.12782	101	34	0.48	0.58033	174	96	0.007	0.50153	96	38	-4.622	0.09503	78	32	3.388	0.79003
SFTPD	90	34	-4.013	0.20744	138	63	5.423	0.93685	96	39	-4.346	0.09152	101	39	-0.392	0.42972	174	94	-2.506	0.04688	96	46	-1.059	0.36761	78	38	6.349	0.94849
SFXN1	90	55	-18.98	1e-05	138	92	-17.916	1e-05	96	69	-10.536	1e-05	101	68	-8.608	2e-05	174	95	-12.299	1e-05	96	64	-17.496	1e-05	78	31	-20.059	2e-05
SFXN3	90	35	-1.362	0.39002	138	39	1.373	0.62285	96	39	2.884	0.81119	101	50	-3.372	0.04754	174	62	0.299	0.56888	96	28	-1.73	0.33027	78	20	-5.282	0.16353
SGCA	90	37	2.914	0.73381	138	54	-1.402	0.3575	96	58	-7.374	0.00352	101	49	0.906	0.67593	174	63	1.096	0.7289	96	46	0.413	0.55237	78	35	0.091	0.50889
SGCB	90	53	-7.74	0.02588	138	87	-8.009	0.00407	96	77	1.966	0.80112	101	42	-6.052	0.00451	174	109	-4.157	0.00173	96	40	-0.663	0.41889	78	47	1.291	0.64588
SGCD	90	35	-0.251	0.4799	138	70	6.234	0.96807	96	49	1.524	0.70144	101	36	-3.702	0.06145	174	85	0.392	0.59784	96	28	0.473	0.54597	78	45	2.238	0.7346
SGCE	90	47	1.156	0.60986	138	52	4.616	0.88107	96	50	-3.068	0.14473	101	39	-1.568	0.24061	174	77	-0.612	0.35406	96	29	-1.518	0.34847	78	42	-4.623	0.10272
SGCG	90	56	-8.19	0.01672	138	82	-6.466	0.01874	96	63	-9.604	0.00013	101	63	-4.255	0.00928	174	71	-1.161	0.24491	96	59	-3.161	0.12906	78	48	-7.158	0.01929
SGK1	90	40	-2.159	0.31841	138	46	-0.317	0.46865	96	35	-0.83	0.40286	101	42	-1.552	0.23522	174	69	2.424	0.91727	96	32	2.199	0.7217	78	39	-2.651	0.24189
SGK2	90	40	0.659	0.55967	138	64	-2.031	0.28303	96	61	-7.347	0.00258	101	55	-2.635	0.0847	174	102	-0.786	0.28896	96	44	-1.083	0.36839	78	33	-1.275	0.37921
SGMS1	90	42	-9.339	0.0196	138	70	-4.493	0.0925	96	54	-7.775	0.00337	101	60	-9.582	1e-05	174	90	-3.391	0.01334	96	50	-1.941	0.26016	78	38	-12.905	0.00065
SGPL1	90	37	-4.16	0.18866	138	70	1.908	0.71494	96	36	-0.817	0.40656	101	55	-2.37	0.10801	174	72	-4.948	0.00293	96	36	-4.017	0.12689	78	36	-9.144	0.01279
SGPP1	90	47	-7.233	0.04338	138	92	-2.83	0.16635	96	69	-2.426	0.16074	101	57	-7.135	0.00015	174	103	-6.288	1e-05	96	62	-4.164	0.0643	78	43	-11.301	0.00126
SGSH	90	44	1.101	0.6013	138	49	-5.24	0.09742	96	41	-3.211	0.15638	101	62	-0.189	0.45551	174	83	-4.031	0.00707	96	34	-3.436	0.17661	78	29	2.136	0.68818
SGSM2	90	45	-1.456	0.36694	138	41	1.96	0.67188	96	37	4.322	0.90016	101	43	0.179	0.53354	174	58	0.257	0.55361	96	36	-1.207	0.36276	78	48	3.922	0.87371
SGSM3	90	32	1.426	0.61368	138	58	4.059	0.86308	96	27	-0.227	0.47578	101	31	-0.66	0.39333	174	71	0.053	0.51206	96	41	-9.097	0.00444	78	32	-3.372	0.21375
SGTA	90	48	-8.34	0.02313	138	71	0.079	0.51079	96	59	-1.222	0.32124	101	47	0.412	0.58158	174	104	-0.806	0.28291	96	49	-12.807	3e-05	78	47	-4.312	0.10957
SH2B1	90	30	-4.863	0.17676	138	64	-0.56	0.43886	96	26	1.798	0.67557	101	32	1.283	0.70275	174	64	-0.691	0.34747	96	49	5.957	0.97246	78	19	-0.683	0.44749
SH2B2	90	39	-0.293	0.47594	138	70	-0.775	0.41066	96	46	2.167	0.76408	101	57	-2.914	0.0603	174	97	-0.392	0.39416	96	38	-2.433	0.24149	78	45	-1.855	0.29823
SH2B3	90	46	-15.594	0.00022	138	72	-8.756	0.00459	96	55	-4.846	0.0397	101	42	-5.573	0.00782	174	99	-0.763	0.29985	96	63	-6.465	0.00841	78	47	-15.198	1e-05
SH2D1A	90	50	3.68	0.8184	138	77	-0.125	0.48427	96	45	-1.028	0.36934	101	63	-1.532	0.19515	174	110	0.158	0.54679	96	62	-4.369	0.05516	78	29	-3.612	0.20476
SH2D2A	90	52	-13.025	0.00086	138	74	1.324	0.65745	96	54	-3.619	0.09511	101	64	-6.878	6e-05	174	105	-1.435	0.15123	96	56	1.665	0.71959	78	37	-13.462	0.00056
SH2D3A	90	33	-0.241	0.48109	138	74	-0.005	0.4983	96	39	-5.432	0.04909	101	30	-2.268	0.18696	174	74	-0.039	0.49195	96	34	2.04	0.71308	78	38	0.557	0.55954
SH2D3C	90	47	-2.954	0.23937	138	87	0.121	0.51639	96	49	-8.36	0.00277	101	51	-7.874	0.00014	174	104	0.002	0.49944	96	48	1.048	0.63367	78	37	-1.667	0.33059
SH2D4A	90	43	-14.479	0.00079	138	77	-6.041	0.03021	96	63	-5.496	0.01739	101	87	-2.876	0.02761	174	95	-4.61	0.0016	96	55	-5.07	0.04061	78	34	-3.573	0.19104
SH3BGR	90	41	0.57	0.55199	138	75	-10.27	0.00092	96	52	4.599	0.94658	101	66	-3.236	0.03242	174	84	-1.241	0.21474	96	42	-1.834	0.28685	78	42	-5.501	0.06665
SH3BGRL	90	40	0.528	0.54808	138	40	1.293	0.61369	96	29	1.459	0.65254	101	11	-0.573	0.43797	174	75	1.083	0.74431	96	39	0.484	0.55654	78	47	-0.804	0.40864
SH3BGRL3	90	39	-5.017	0.1388	138	73	1.153	0.63382	96	50	-3.216	0.13385	101	43	-0.408	0.42336	174	96	-4.463	0.0016	96	44	-1.834	0.28481	78	34	-2.834	0.24358
SH3BP1	90	57	-11.707	0.00116	138	80	1.691	0.70437	96	43	-5.787	0.03484	101	63	-1.841	0.15095	174	79	-4.756	0.00223	96	44	-6.32	0.02748	78	29	-23.966	1e-05
SH3BP2	90	29	0.661	0.54917	138	79	-1.115	0.3627	96	53	-2.003	0.23771	101	65	-3.296	0.03136	174	96	0.107	0.52848	96	67	-3.454	0.0939	78	31	-4.187	0.1632
SH3BP4	90	53	-6.901	0.04187	138	74	-3.906	0.1146	96	58	-4.684	0.04137	101	66	-2.214	0.10243	174	102	-6.376	3e-05	96	42	-4.23	0.10139	78	34	-1.077	0.39557
SH3BP5	90	44	2.67	0.73327	138	46	-3.159	0.22313	96	37	0.654	0.57825	101	56	-3.945	0.01906	174	60	-1.305	0.2404	96	39	-0.116	0.48629	78	32	-8.211	0.02918
SH3D21	90	54	-1.408	0.3585	138	67	-2.411	0.24128	96	54	-2.892	0.14707	101	56	-1.51	0.21011	174	76	1.623	0.83806	96	46	-2.738	0.19057	78	24	-4.677	0.16894
SH3GL1	90	45	-8.895	0.01959	138	77	-1.865	0.27853	96	42	-3.113	0.16072	101	46	-0.66	0.37247	174	82	-6.591	4e-05	96	44	-8.5	0.0054	78	51	-1.725	0.30097
SH3GL2	90	43	2.767	0.7383	138	60	0.461	0.5505	96	62	-1.811	0.24359	101	41	0.977	0.67152	174	102	-0.815	0.28224	96	37	2.428	0.7526	78	40	-2.381	0.26256
SH3GL3	90	53	-2.936	0.22897	138	75	-0.831	0.40021	96	47	2.001	0.74923	101	62	-5.364	0.00204	174	92	-1.032	0.24565	96	43	3.86	0.87964	78	37	7.822	0.9743
SH3GLB1	90	29	2.353	0.67051	138	59	0.581	0.56714	96	29	1.054	0.6113	101	36	-1.125	0.31358	174	74	1.145	0.75458	96	24	-2.144	0.31039	78	43	-3.761	0.14838
SH3GLB2	90	28	-3.913	0.23339	138	65	-2.364	0.24844	96	28	-2.034	0.29946	101	47	0.622	0.62098	174	51	-0.076	0.48539	96	36	7.205	0.97467	78	17	-1.092	0.42371
SH3PXD2A	90	39	-0.901	0.42365	138	71	3.409	0.84703	96	46	2.394	0.78616	101	35	1.134	0.6859	174	102	0.394	0.60925	96	37	-2.902	0.2059	78	47	-3.262	0.17483
SH3TC1	90	60	-16.83	1e-05	138	60	0.885	0.59666	96	48	-0.692	0.40819	101	46	-0.496	0.4022	174	95	-0.096	0.47196	96	47	2.54	0.79522	78	49	-0.738	0.41422
SH3TC2	90	49	-16.112	0.00012	138	93	-4.9	0.04686	96	71	-7.637	0.00079	101	51	-1.732	0.19012	174	99	0.341	0.59388	96	62	-13.412	1e-05	78	37	3.194	0.79233
SH3YL1	90	27	3.23	0.72111	138	65	2.341	0.74831	96	29	0.889	0.59425	101	28	-2.968	0.13249	174	80	0.636	0.65354	96	46	2.438	0.78142	78	32	-0.008	0.49845
SHANK1	90	49	9.351	0.98786	138	56	-2.57	0.24683	96	50	0.72	0.60008	101	24	0.906	0.62849	174	70	1.373	0.78885	96	39	0.776	0.59078	78	54	1.494	0.67629
SHANK2	90	35	4.204	0.80843	138	60	-0.274	0.47034	96	44	3.543	0.87395	101	39	1.988	0.81221	174	75	-0.873	0.29818	96	34	8.383	0.98584	78	26	1.002	0.58337
SHARPIN	90	29	-1.458	0.3895	138	47	1.46	0.64014	96	25	-1.387	0.3622	101	42	0.179	0.53532	174	54	0.271	0.55546	96	18	-1.778	0.35899	78	31	2.787	0.74219
SHB	90	40	-2.403	0.29897	138	62	-1.141	0.37321	96	46	2.761	0.82083	101	43	-1.179	0.28925	174	81	0.321	0.58212	96	58	-4.409	0.05879	78	57	1.725	0.70525
SHBG	90	40	-2.678	0.27808	138	68	2.291	0.75021	96	55	-7.915	0.00265	101	57	-1.56	0.20229	174	83	-2.037	0.09979	96	56	-6.343	0.01366	78	47	-8.504	0.00764
SHC1	90	35	0.814	0.56743	138	71	4.52	0.91132	96	44	-5.2	0.04866	101	49	-2.282	0.1275	174	74	0.575	0.63595	96	29	-0.641	0.43323	78	35	3.424	0.80394
SHC3	90	31	2.01	0.65418	138	77	-5.293	0.04959	96	48	-4.118	0.08176	101	25	-0.691	0.39947	174	61	0.183	0.53925	96	45	-2.014	0.26496	78	39	-5.362	0.08078
SHCBP1	90	64	-25.946	1e-05	138	98	-24.432	1e-05	96	73	-9.725	4e-05	101	77	-11.072	1e-05	174	111	-12.646	1e-05	96	69	-18.862	1e-05	78	39	-26.607	1e-05
SHCBP1L	90	45	-1.152	0.39371	138	59	0.052	0.50963	96	41	-3.355	0.14565	101	40	-0.693	0.37645	174	70	-0.654	0.34834	96	54	1.179	0.66023	78	49	-0.098	0.48868
SHFM1	90	41	-4.279	0.16824	138	75	-4.474	0.08523	96	47	-4.181	0.08133	101	46	-2.203	0.14385	174	95	-1.974	0.09047	96	53	1.03	0.63556	78	37	-3.286	0.19857
SHH	90	49	-6.24	0.06589	138	80	-3.218	0.15308	96	59	-8.352	0.00094	101	38	-1.865	0.20452	174	87	-0.135	0.4631	96	54	-3.042	0.15074	78	48	5.238	0.93547
SHMT1	90	58	-5.369	0.07714	138	75	-6.443	0.02417	96	66	-7.408	0.00169	101	56	-10.851	1e-05	174	105	-9.38	1e-05	96	61	-12.026	1e-05	78	53	-12.481	0.0001
SHMT2	90	34	-10.205	0.02225	138	87	-9.046	0.00125	96	57	-0.955	0.3583	101	70	-8.766	1e-05	174	97	-3.401	0.01126	96	50	-2.735	0.18434	78	44	-10.776	0.00162
SHOC2	90	58	-13.35	0.00015	138	76	-17.062	1e-05	96	55	-10.127	0.0002	101	75	-8.415	1e-05	174	87	-7.184	2e-05	96	57	-8.104	0.00242	78	39	-10.214	0.00484
SHOX	90	35	3.823	0.786	138	70	-6.466	0.02841	96	51	-1.873	0.2558	101	47	-3.385	0.05161	174	103	-1.363	0.16694	96	52	5.839	0.97349	78	38	-5.953	0.06288
SHOX2	90	42	-7.258	0.05337	138	52	0.61	0.56216	96	42	1.15	0.64541	101	41	3.014	0.91165	174	88	-1.556	0.15464	96	45	-3.072	0.16902	78	41	2.808	0.77601
SHPK	90	54	-9.348	0.00903	138	75	-5.126	0.05746	96	67	-12.142	1e-05	101	61	-1.748	0.16692	174	97	-7.015	1e-05	96	56	-4.245	0.0694	78	45	-7.401	0.01995
SHQ1	90	52	-19.529	1e-05	138	83	-24.34	1e-05	96	61	-10.495	4e-05	101	79	-8.479	1e-05	174	107	-7.303	1e-05	96	69	-9.162	0.00019	78	41	-16.254	1e-05
SHROOM2	90	48	-6.154	0.06929	138	57	-4.459	0.11611	96	28	0.666	0.57494	101	36	1.292	0.71498	174	81	0.569	0.6413	96	55	-4.877	0.04683	78	40	1.797	0.68483
SI	90	60	-0.659	0.42914	138	58	-1.0	0.39441	96	54	2.383	0.80464	101	57	-1.075	0.28342	174	87	-0.269	0.42796	96	57	1.814	0.73715	78	45	-1.521	0.3328
SIAH1	90	36	6.672	0.9181	138	64	-5.221	0.06961	96	47	-2.027	0.24725	101	42	-1.379	0.2608	174	63	0.18	0.54014	96	43	1.356	0.6621	78	40	-3.721	0.16159
SIAH2	90	51	-8.357	0.01978	138	74	-7.579	0.01065	96	42	-6.786	0.01783	101	73	-5.988	0.00024	174	98	-7.761	1e-05	96	54	-2.769	0.17279	78	29	-6.184	0.08181
SIDT1	90	37	1.003	0.58533	138	77	-5.356	0.04756	96	35	-2.907	0.19639	101	49	-0.675	0.36728	174	62	0.111	0.52725	96	66	-1.544	0.28164	78	32	3.604	0.80416
SIDT2	90	36	-4.645	0.16696	138	45	-3.843	0.17903	96	37	-2.973	0.18449	101	44	-2.161	0.15293	174	69	-0.033	0.49104	96	33	-1.163	0.37719	78	18	2.558	0.67882
SIGIRR	90	32	3.16	0.73627	138	56	1.842	0.69012	96	41	0.748	0.59282	101	34	-1.84	0.21813	174	61	-1.375	0.22677	96	46	-1.013	0.37304	78	35	0.352	0.53464
SIGLEC1	90	36	6.307	0.90677	138	51	1.155	0.61553	96	46	-2.835	0.17467	101	32	-2.326	0.17217	174	69	0.258	0.55972	96	44	-1.062	0.37108	78	29	-5.384	0.1114
SIGLEC15	90	35	-6.051	0.10684	138	84	-2.441	0.21218	96	34	-7.206	0.0234	101	49	-3.801	0.03047	174	75	-1.843	0.13348	96	58	-1.866	0.25419	78	35	-12.033	0.00237
SIGLEC5	90	40	-0.397	0.46722	138	76	-0.831	0.39479	96	58	-5.979	0.01397	101	55	-1.464	0.22157	174	91	-0.907	0.2742	96	69	-8.077	0.00072	78	38	-6.407	0.04996
SIGLEC6	90	39	-0.498	0.45803	138	64	-0.016	0.49973	96	43	-0.885	0.3869	101	34	-0.638	0.39163	174	99	0.652	0.67354	96	47	-4.108	0.09389	78	47	3.247	0.82459
SIGLEC7	90	35	2.727	0.71448	138	65	0.573	0.56612	96	53	-6.089	0.01625	101	35	-0.829	0.36066	174	75	3.775	0.98666	96	47	2.2	0.76284	78	34	0.437	0.54266
SIGLEC8	90	45	3.925	0.82282	138	53	2.519	0.74442	96	47	0.01	0.50261	101	28	0.759	0.6149	174	76	-0.609	0.35514	96	45	2.869	0.81566	78	40	-2.229	0.27596
SIGLEC9	90	36	4.526	0.83099	138	66	-1.822	0.29886	96	48	2.658	0.81902	101	50	-4.912	0.00857	174	102	-0.875	0.2678	96	42	-1.685	0.30254	78	52	2.572	0.77912
SIGMAR1	90	45	-20.178	1e-05	138	88	-12.567	5e-05	96	62	-10.804	2e-05	101	75	-6.855	3e-05	174	90	-9.976	1e-05	96	59	-12.066	1e-05	78	36	-26.917	1e-05
SIK1	90	53	-0.458	0.4549	138	70	-0.788	0.40945	96	44	-1.254	0.34338	101	75	-1.679	0.15076	174	88	-0.917	0.27529	96	50	-0.948	0.37644	78	30	-1.852	0.33305
SIK2	90	46	3.249	0.78224	138	49	4.264	0.85667	96	46	-3.23	0.14339	101	32	-0.315	0.44841	174	92	0.32	0.58576	96	44	4.441	0.9143	78	37	-5.431	0.08369
SIK3	90	29	-4.454	0.19913	138	72	-1.309	0.34755	96	38	-0.859	0.39696	101	43	0.167	0.53108	174	68	0.376	0.5816	96	59	0.05	0.50735	78	35	-11.543	0.00325
SIKE1	90	55	-9.572	0.00766	138	86	-9.11	0.00132	96	54	-2.527	0.17886	101	64	-5.79	0.00076	174	73	-4.139	0.0085	96	51	0.358	0.54808	78	53	-13.548	3e-05
SIL1	90	23	-0.819	0.44282	138	44	-3.299	0.21868	96	40	0.867	0.61051	101	31	-0.752	0.37881	174	55	-0.222	0.4557	96	28	-0.753	0.42338	78	38	2.089	0.70866
SIM1	90	42	-1.626	0.35723	138	55	-2.788	0.23125	96	56	1.347	0.68875	101	51	-3.475	0.0419	174	72	-1.763	0.15041	96	31	-1.402	0.35773	78	30	-4.211	0.16616
SIM2	90	47	-12.28	0.00209	138	94	-15.663	1e-05	96	67	-10.671	5e-05	101	78	-1.846	0.123	174	91	-5.916	0.00013	96	52	-6.906	0.01141	78	46	0.998	0.60975
SIN3B	90	32	0.382	0.53283	138	49	4.723	0.88071	96	23	-3.177	0.2234	101	39	0.806	0.63962	174	68	-0.728	0.33385	96	34	-1.73	0.31948	78	20	0.728	0.55637
SIPA1	90	39	-14.653	0.0013	138	60	-7.996	0.01519	96	33	-2.036	0.28075	101	22	-3.501	0.12346	174	80	-4.837	0.00198	96	45	1.267	0.65538	78	28	-8.858	0.02782
SIPA1L1	90	49	-6.851	0.04952	138	92	-10.088	0.00037	96	55	-6.155	0.01326	101	70	-6.823	8e-05	174	113	-6.598	1e-05	96	61	-2.44	0.18554	78	38	-7.518	0.02743
SIPA1L3	90	54	-16.514	2e-05	138	68	5.598	0.94892	96	67	-9.172	0.00012	101	50	-2.94	0.07292	174	78	-3.966	0.00895	96	53	-7.832	0.00458	78	37	-4.575	0.12111
SIRPA	90	37	2.466	0.70134	138	47	1.19	0.61559	96	43	4.096	0.90485	101	33	2.272	0.82555	174	96	-0.143	0.46111	96	45	-0.897	0.38849	78	47	-0.206	0.47652
SIRPB1	90	58	-14.342	8e-05	138	81	-9.398	0.00159	96	57	-12.279	1e-05	101	78	-9.759	1e-05	174	111	-6.248	1e-05	96	59	-5.75	0.01954	78	30	-17.845	9e-05
SIRPG	90	56	-13.042	0.00038	138	83	-15.47	1e-05	96	67	-8.698	0.00026	101	72	-6.308	8e-05	174	97	-2.027	0.08272	96	66	-0.056	0.49344	78	36	-2.906	0.22875
SIRT1	90	47	1.104	0.60506	138	68	-3.726	0.13785	96	40	0.333	0.54437	101	46	-3.756	0.03807	174	80	-1.713	0.14278	96	58	-2.757	0.16358	78	29	-0.334	0.46763
SIRT2	90	36	2.01	0.66618	138	42	4.015	0.82353	96	42	2.35	0.77398	101	35	-2.047	0.19234	174	85	0.809	0.69737	96	21	1.477	0.6268	78	34	-3.074	0.22648
SIRT3	90	50	-0.187	0.48197	138	72	-1.531	0.323	96	61	0.812	0.62019	101	50	0.04	0.50994	174	98	0.38	0.60391	96	59	2.576	0.82224	78	41	2.703	0.76774
SIRT4	90	53	-4.616	0.12121	138	63	3.003	0.80256	96	38	0.073	0.51099	101	44	-3.795	0.04013	174	65	-0.548	0.37888	96	47	-0.571	0.43046	78	50	-4.547	0.08702
SIRT5	90	34	-2.477	0.30781	138	53	0.617	0.56445	96	25	-1.721	0.33211	101	43	-4.362	0.02396	174	62	-0.138	0.47172	96	18	0.875	0.57419	78	31	-2.396	0.28544
SIRT6	90	37	-1.914	0.34057	138	69	-3.227	0.17053	96	58	-2.399	0.18502	101	60	-7.563	4e-05	174	90	-3.91	0.00588	96	48	1.739	0.71475	78	41	-5.817	0.05879
SIRT7	90	40	-1.536	0.36909	138	66	2.691	0.78384	96	52	-9.105	0.00084	101	65	-1.487	0.1974	174	85	-8.825	1e-05	96	48	-4.162	0.09124	78	30	-3.252	0.22577
SIT1	90	52	-6.95	0.04034	138	47	4.655	0.8717	96	41	-1.892	0.27289	101	57	-1.218	0.2577	174	79	0.649	0.65513	96	33	3.194	0.80561	78	42	-5.756	0.05844
SIVA1	90	67	-16.604	1e-05	138	77	-21.602	1e-05	96	69	-7.618	0.00088	101	69	-8.345	1e-05	174	104	-12.402	1e-05	96	79	-13.91	1e-05	78	45	-17.07	1e-05
SIX1	90	43	-8.798	0.02328	138	87	-6.365	0.01781	96	48	-7.276	0.0082	101	46	-1.695	0.20564	174	85	-1.365	0.18993	96	55	-2.24	0.21826	78	42	-7.355	0.02326
SIX2	90	45	-4.41	0.14979	138	60	1.912	0.7017	96	53	-4.162	0.07081	101	74	-2.315	0.07834	174	93	-3.164	0.01786	96	56	-2.397	0.20031	78	48	0.829	0.59553
SIX3	90	52	1.374	0.63417	138	65	1.097	0.62355	96	41	1.611	0.6934	101	51	-0.352	0.42976	174	86	0.109	0.52777	96	41	3.118	0.8255	78	46	5.06	0.92339
SIX5	90	26	1.611	0.61574	138	40	6.761	0.93255	96	36	-2.799	0.20518	101	38	-0.317	0.4444	174	63	-0.658	0.35674	96	34	0.346	0.53891	78	36	2.809	0.76145
SIX6	90	52	-2.171	0.29368	138	49	5.67	0.9203	96	38	0.443	0.55566	101	45	-1.985	0.17113	174	82	0.272	0.57034	96	30	4.219	0.85976	78	28	0.616	0.55605
SKA1	90	63	-24.881	1e-05	138	97	-23.368	1e-05	96	71	-8.055	0.0005	101	66	-9.888	1e-05	174	128	-10.641	1e-05	96	72	-16.717	1e-05	78	51	-19.097	1e-05
SKAP1	90	52	-5.837	0.07147	138	69	3.651	0.85705	96	47	-2.235	0.22516	101	56	-1.588	0.19851	174	84	1.712	0.86175	96	52	-4.239	0.07816	78	25	-0.536	0.4524
SKAP2	90	44	-0.679	0.43813	138	73	-5.717	0.04159	96	44	-2.466	0.21193	101	55	-3.46	0.03632	174	77	-0.756	0.3216	96	43	-0.024	0.49706	78	35	0.987	0.59767
SKI	90	43	8.771	0.9752	138	70	3.438	0.84732	96	48	1.369	0.68032	101	44	-0.345	0.43471	174	92	0.0	0.50153	96	45	-0.341	0.45725	78	29	-1.113	0.39579
SKIL	90	54	-3.233	0.20241	138	64	-4.793	0.08769	96	48	0.867	0.61721	101	38	-3.135	0.08756	174	84	1.061	0.75146	96	30	-4.281	0.13869	78	61	0.288	0.53682
SKIV2L	90	51	1.516	0.64703	138	90	-9.029	0.00144	96	41	-9.289	0.00266	101	72	-1.226	0.23008	174	84	-6.051	0.0002	96	33	0.022	0.50155	78	18	5.223	0.8241
SKIV2L2	90	54	-9.033	0.01088	138	93	-7.534	0.00524	96	62	-10.73	2e-05	101	67	-3.69	0.01686	174	105	-5.09	0.00026	96	69	-7.667	0.00137	78	58	-9.411	0.00124
SKP1	90	52	-1.997	0.30852	138	72	-8.826	0.00428	96	49	-6.273	0.01663	101	48	-4.05	0.02611	174	88	-8.528	1e-05	96	62	1.632	0.72703	78	39	-6.44	0.04697
SKP2	90	62	-24.746	1e-05	138	107	-21.563	1e-05	96	55	-12.909	1e-05	101	83	-9.371	1e-05	174	134	-10.375	1e-05	96	69	-14.201	1e-05	78	54	-19.118	1e-05
SLA	90	53	1.401	0.64081	138	70	-1.502	0.32984	96	37	-2.598	0.21504	101	59	-3.219	0.04098	174	104	-2.793	0.02515	96	52	3.46	0.87743	78	37	4.445	0.87065
SLAMF1	90	47	-2.983	0.23717	138	65	1.175	0.63216	96	46	-1.299	0.33471	101	65	-1.756	0.15855	174	74	-0.665	0.34544	96	52	0.653	0.58689	78	37	3.899	0.83947
SLAMF7	90	37	10.139	0.98188	138	74	4.518	0.91736	96	51	0.24	0.53346	101	54	1.969	0.84673	174	97	1.989	0.91045	96	54	-6.323	0.01643	78	37	4.617	0.87876
SLAMF8	90	43	-0.832	0.42541	138	75	-1.407	0.33473	96	37	1.185	0.63921	101	56	-4.11	0.01568	174	92	-1.228	0.20625	96	57	-5.658	0.02407	78	48	9.014	0.99534
SLBP	90	49	-21.999	1e-05	138	99	-11.605	2e-05	96	66	-4.515	0.03652	101	49	-3.628	0.03692	174	115	-7.286	1e-05	96	71	-11.293	1e-05	78	56	-10.964	0.00038
SLC10A1	90	43	-1.85	0.33667	138	56	-6.475	0.04418	96	40	-0.282	0.46699	101	56	1.908	0.84394	174	89	2.762	0.96277	96	55	-3.177	0.13615	78	44	1.479	0.65837
